GSM5527895	GSM5527896	GSM5527897	GSM5527898	GSM5527899	GSM5527900	GSM5527901	GSM5527902	GSM5527903	GSM5527904	GSM5527905	GSM5527906
cg22277972	0.065577047	0.086214231	0.068256888	0.072756653	0.095220804	0.091038769	0.066413681	0.096433738	0.081731916	0.077855841	0.074642935	0.081034268
cg24467291	0.090547862	0.096317836	0.117089152	0.087354582	0.098122212	0.079223408	0.074532039	0.085646214	0.087576076	0.088586286	0.08672228	0.077269312
cg10610725	0.133666988	0.132913019	0.10485767	0.115664522	0.112566689	0.100619517	0.103491289	0.119787495	0.102195157	0.095507628	0.099696999	0.087863264
cg21600626	0.929685365	0.920964069	0.923117281	0.934015076	0.921607686	0.934436647	0.939125435	0.919812425	0.933748481	0.944057708	0.918776586	0.938358261
cg08381578	0.117044286	0.090842825	0.084106622	0.08831171	0.131883448	0.086110879	0.076144383	0.128481354	0.127531738	0.106605135	0.10580013	0.112387576
cg01134075	0.027229951	0.026986373	0.020643062	0.018885525	0.022692805	0.036372459	0.027458869	0.021272615	0.026753973	0.022027773	0.023511589	0.031761768
cg03429034	0.048466457	0.039768499	0.053691925	0.06013699	0.05827518	0.044196394	0.036408439	0.046306506	0.050650564	0.044025924	0.068116573	0.069078702
cg04069927	0.023241436	0.02859035	0.030715967	0.036188483	0.04132386	0.028569546	0.03090732	0.028723916	0.033151231	0.02638396	0.035641509	0.028411179
cg02650017	0.039128344	0.057268199	0.04463629	0.04687325	0.038555272	0.0604608	0.053265115	0.062963453	0.050284885	0.046577823	0.035605901	0.047637808
cg04554131	0.068940288	0.122329839	0.063990254	0.091582986	0.083302189	0.113881689	0.09919742	0.116908166	0.125296215	0.069298203	0.078581129	0.098850037
cg15022277	0.92831868	0.923205143	0.915523289	0.922111464	0.923750397	0.912390773	0.920359931	0.909023587	0.919345889	0.905464569	0.915817032	0.896948356
cg01081456	0.087380795	0.103708986	0.063668823	0.057405461	0.063054928	0.076454997	0.059503677	0.074657312	0.102024381	0.082118297	0.070230003	0.079554426
cg06856130	0.905687698	0.927732179	0.895631347	0.913229328	0.9069599	0.887997625	0.920175998	0.902522808	0.908100295	0.902922301	0.891416594	0.91776646
cg12610832	0.0385378	0.038524796	0.03491471	0.032305437	0.044875861	0.036280625	0.030083112	0.042477966	0.044679815	0.037086341	0.035761527	0.032577699
cg17475883	0.109991913	0.14990006	0.138493404	0.14306955	0.154049186	0.118150617	0.15444217	0.120838823	0.123186871	0.11143655	0.152902473	0.108054718
cg11064980	0.022309356	0.034706496	0.02087785	0.039889413	0.03457655	0.034949613	0.027295374	0.02475806	0.024054862	0.02775864	0.032057625	0.025425382
cg01099300	0.85135428	0.866999089	0.791840761	0.84773923	0.863780015	0.837953877	0.841119053	0.83057088	0.844938249	0.863637965	0.837855858	0.845794352
cg09234474	0.041548645	0.054293203	0.04688338	0.049555413	0.050147734	0.055820129	0.044278296	0.048454603	0.04854202	0.045467538	0.055988338	0.048257645
cg14095431	0.103712818	0.098640228	0.106493211	0.094044426	0.087835809	0.103935461	0.080116604	0.11096305	0.10473798	0.108192741	0.095025323	0.096684771
cg06374862	0.93591251	0.923711101	0.918442144	0.924466552	0.925302789	0.930400159	0.933484032	0.927136581	0.936764324	0.945419409	0.926895139	0.93835739
cg20201669	0.126558848	0.101047979	0.129375201	0.16398916	0.094799591	0.11914062	0.112188108	0.136490576	0.151020342	0.106139166	0.129294037	0.141216484
cg06504953	0.160623331	0.174371762	0.183954203	0.173289085	0.149094265	0.143949119	0.16960394	0.168987303	0.169039936	0.152161452	0.133797915	0.16982859
cg11342429	0.024639252	0.032082311	0.029638399	0.02867968	0.029785389	0.027370445	0.029147406	0.028612838	0.033014767	0.023370771	0.033143842	0.027636142
